"Dispatch Vector (hora, valor)",srev
"[(0, 1.0), (3600, 1.0), (7200, 1.0), (10800, 1.0), (14400, 1.0), (18000, 1.0), (21600, 1.0), (25200, 1.0), (28800, 1.0), (32400, 1.0), (36000, 1.0), (39600, 1.0), (43200, 1.0), (46800, 0.9), (50400, 0.1), (54000, 0.2), (57600, 0.1), (61200, 0.6000000000000001), (64800, 1.0), (68400, 0.9), (72000, 1.0), (75600, 1.0), (79200, 1.0), (82800, 0.9)]",67129622.81150502
